Data;Abramide;Acciuga;Aguglia;Alaccia;Anguilla;Aquila di mare;Aragosta;Arca di Noe';Ascidia;Astice;Barbo;Barracuda;Bibo;Boga;Branzino;Calamari;Canestrelli;Cannolicchi;Capasanta;Carpa;Cavedano;Cefali;Cepola;Cernia bruna;Cetorino;Cheppia;Corbola;Cuori;Delfini;Dentice;Fasolaro;Favolli;Galletto;Gallinelle;Gamberi;Gambero grigio;Gattucci;Ghiozzetti;Ghiozzetto quadrimaculato;Ghiozzo go';Ghiozzo nero;Ghiozzo paganello;Grancevola;Granchio verde;Granchio verde - femmina con uova;Granchio verde - in muta;Grongo;Lampuga;Latterino capoccione;Lepre di mare;Lumaca di mare;Magnosa;Maruzzella;Mazzancolla;Mennole;Merlano;Merluzzetto;Merluzzo;Misto pesce;Misto pesce acqua dolce;Mitilo;Motelle;Murici;Musdee;Ombrine;Orata;Ostriche;Palamita;Pannocchia;Papalina;Passera;Pastinache;Pesce San Pietro;Pesce sciabola;Pesce serra;Pesce spada;Piede di pellicano;Polpi;Rane pescatrici;Razza bavosa;Razze;Riccio di mare;Ricciole;Rombi;Rossetto;Sacchetto;Salpa;Sardina;Savetta;Scampo;Scorfani;Seppie;Sgombri;Smeriglio;Sogliole;Sparidi;Squali;Squalo volpe;Suri;Tartaruga;Tartufo di mare;Tellina;Tinca;Tonni;Tracine;Triglia di fango;Triglia di scoglio;Trota;Venere gallina;Vongole;Zanchette;TOTALI
11/1984;-1;1179267.5;36;-1;4310;-1;-1;-1;-1;1;-1;-1;-1;6;16809;20298;2878.865979;198;54433;181;-1;45508;0;0;-1;-1;-1;0;-1;0;2386;-1;-1;91;3961;778;294;3493;1350;21041;-1;-1;348;5614;24581;3109;364;-1;56013;-1;-1;-1;56;4;113;11164;2913;4339;22397;910;6;-1;10628;-1;25;23623;7470;-1;3511;9608;1419;-1;87;-1;-1;-1;-1;26126;2814;-1;4585;-1;8;1868;-1;-1;-1;618238.5;-1;1845;1;108421;485;-1;22124;925;3692;0;11967;0;2386;34;30;-1;-1;9022;-1;9;9;0;-1;2360170.866
12/1984;-1;1269478;52;-1;4827;-1;129;-1;-1;-1;-1;-1;-1;262;18034;18145;1572.164949;0;59813;373;-1;59408;0;0;-1;-1;-1;0;-1;0;7;-1;-1;219;1944;442;51;2547;1517;2630;-1;-1;513;993;4474;1015;80;-1;80153;-1;-1;-1;-1;0;80;2385;3738;5301;16988;1178;88;-1;8217;-1;5;23699;10970;-1;4574;7186;3357;-1;61;-1;-1;-1;-1;22311;1650;-1;2689;-1;-1;1453;-1;-1;-1;431035;-1;968;14;142159;69;-1;19943;1445;2184;0;3762;0;1694;54;7;-1;-1;6480;-1;10;16;114;-1;2254519.165
01/1985;-1;635901;6;-1;1900;-1;65;-1;-1;22;-1;-1;-1;-1;10922;8887;85.05154639;30;33924.165;150;-1;70240;0;0;-1;-1;-1;0;-1;0;0;-1;-1;121;1827;1039;474;1329;336;1580;-1;-1;462;0;286;12;170;-1;65172;-1;-1;-1;-1;0;6;3042;1267;2402;17542;760;16;-1;2468;-1;6;13230;16732;-1;300;29630;1128;-1;134;-1;-1;-1;-1;10216;736;-1;1373;-1;-1;1333;-1;-1;-1;117525;-1;757;10;100143;0;-1;11327;546;559;0;-1;0;868;-1;3;-1;-1;3633;101;-1;-1;152;-1;1172839.217
02/1985;-1;626718;0;-1;1969;-1;36;-1;-1;41;-1;-1;-1;55;1642;8827;2484.536083;28;50548.69583;450;-1;32156;0;0;-1;-1;-1;0;-1;0;34;-1;-1;231;9467;555;597;1525;1218;1917;-1;-1;462;53;7;9;119;-1;44106;-1;-1;-1;-1;0;48;3451;3315;2271;13685;1512;114;-1;1151;-1;-1;4349;57560;-1;158;20674;599;-1;296;-1;-1;-1;-1;13763;1072;-1;1810;-1;29;1377;-1;-1;-1;129814;-1;1870;28;116987;4;-1;11261;2513;2356;0;6;0;1075;-1;62;-1;-1;7054;-1;-1;18;108;-1;1185601.232
03/1985;-1;116025.5;214;-1;6927;-1;-1;-1;-1;75;-1;-1;-1;23;1943;7387;1675.257732;360;58017.12684;141;-1;19213;0;0;-1;-1;-1;0;-1;0;0;-1;-1;187;13644;657;205;2596;2568;7609;-1;-1;733;7842;640;106;238;-1;55205;-1;-1;-1;4;0;57;2005;2858;2107;21706;461;253;-1;4134;-1;9;3673;73764;-1;2022;13751;441;-1;66;-1;-1;-1;-1;8682;905;-1;1513;-1;-1;2074;-1;-1;-1;84873.5;-1;1604;47;92743;0;-1;11638;6221;541;0;10;0;30;-1;130;-1;-1;0;-1;30;-1;40;-1;642579.3846
04/1985;-1;733151.5;12425;-1;7327;-1;249;-1;-1;58;-1;-1;-1;89;3138;11978;2430.412371;0;60658.39166;52;-1;20180;0;0;-1;-1;-1;29;-1;27;11;-1;-1;79;8892;524;194;898;432;26300;-1;-1;629;17396;299;10363;213;-1;57099;-1;-1;-1;9;0;15;0;2308;2121;24108;232;589;-1;7869;-1;5;1163;52827;-1;9570;28158;992;-1;95;-1;-1;-1;-1;5341;858;-1;1536;-1;-1;2248;-1;-1;-1;325911.5;-1;2329;49;190444;32;-1;12088;1812;1243;0;6;0;59;-1;50;-1;-1;4101;-1;369;-1;20;-1;1653635.804
05/1985;-1;1345912.5;6253;-1;2445;-1;46;-1;-1;57;-1;-1;-1;54;2025;12379;1675.257732;0;80175.35173;13;-1;19624;0;0;-1;-1;-1;39;-1;0;0;13;-1;66;7664;13;194;140;305;13669;-1;-1;238;11654;14;1265;215;-1;74328;-1;-1;-1;-1;0;43;1894;2138;2113;24337;21;248;-1;16085;-1;19;157;51672;-1;6253;16385;2731;-1;3;-1;-1;-1;-1;7964;809;-1;4052;-1;11;1741;-1;-1;-1;405232.5;-1;5074;50;87103;231;-1;8034;6881;3695;0;2574;0;8;-1;55;-1;-1;3463;-1;242;-1;0;-1;2241752.61
06/1985;-1;1095945.5;1191;-1;1180;-1;21;-1;-1;106;-1;-1;-1;70;705;6249;18.04123711;0;93051.29184;14;-1;23943;0;0;-1;-1;-1;0;-1;11;12;-1;-1;43;6888;-1;122;275;870;17798;-1;-1;40;11222;20;66;218;-1;48361;-1;-1;-1;4;0;0;2863;1027;1793;18039;7;24;-1;18109;-1;7;483;15213;-1;2999;25889;1810;-1;-1;-1;-1;-1;-1;10626;617;-1;3500;-1;3;1040;-1;-1;-1;384673.5;-1;4629;44;41295;146;-1;8520;4264;2607;0;3685;0;7;-1;25;-1;-1;2074;4;22;-1;441;-1;1864886.333
07/1985;-1;1231509;330;-1;2579;-1;41;-1;-1;103;-1;-1;-1;77;555;3436;7585.051546;6;96939.46389;50;-1;33638;0;0;-1;-1;-1;0;-1;0;0;-1;-1;115;6539;44;115;3709;2719;26328;-1;-1;23;4853;158;354;148;-1;60033;-1;-1;-1;151;0;35;6819;1744;2538;19330;171;128;-1;13596;-1;23;929;7024;-1;1611;25489;1794;-1;104;-1;-1;-1;-1;25218;1156;-1;6382;-1;5;837;-1;-1;-1;491437;-1;4851;196;19645;337;-1;12046;2393;3516;0;5980;0;152;-1;45;-1;-1;1243;-1;36;-1;0;-1;2138905.515
08/1985;-1;817254.5;882;-1;1085;-1;-1;-1;-1;207;-1;-1;-1;100;1805;3467;13804.12371;0;69816;36;-1;34440;0;0;-1;-1;-1;0;-1;0;20;-1;-1;226;1678;128;66;6893;2834;33709;-1;-1;207;3661;664;471;309;-1;62344;-1;-1;-1;33;0;63;19004;957;2052;24718;143;8;-1;20245;-1;79;241;6040;-1;5305;8127;1350;-1;134;-1;-1;-1;-1;28511;1777;-1;5663;-1;18;1496;-1;-1;-1;500125.5;-1;2870;84;34631;594;-1;15698;1547;4157;0;7732;0;254;-1;134;105;-1;1371;-1;1;-1;0;-1;1751332.124
09/1985;-1;881758;1333;-1;422;-1;-1;-1;-1;116;-1;-1;-1;189;2466;11197;2963.917526;0;55840.48796;67;-1;43324;0;0;-1;-1;-1;0;-1;0;0;-1;-1;225;3538;298;89;4175;2433;52916;-1;-1;105;8399;5816;234;291;-1;67811;-1;-1;-1;-1;418;94;21606;1370;2709;25428;159;24;-1;21814;-1;125;1507;10483;-1;6928;18178;1521;-1;244;-1;-1;-1;-1;33712;1695;-1;3927;-1;2;1380;-1;-1;-1;603694;-1;3744;13;44319;659;-1;21568;1661;2432;0;11444;0;0;-1;47;-1;-1;4595;-1;31;-1;0;-1;1993493.406
10/1985;-1;1120921;1342;-1;1594;-1;152;-1;-1;192;-1;-1;-1;58;3069;15069;0;69;53632;75;-1;46932;0;0;-1;-1;-1;0;-1;1;0;-1;-1;361;7790;1104;227;1682;1215;52926;-1;-1;20;4705;42692;434;382;-1;82668;-1;-1;-1;-1;487;171;16253;2049;2821;16600;130;15;-1;25977;-1;291;8022;33370;-1;6601;13316;713;-1;322;-1;-1;-1;-1;37502;1770;-1;2268;-1;1;1523;-1;-1;-1;450265;-1;2728;11;131066;48;-1;28621;2311;4523;0;7501;1;0;-1;15;-1;-1;11015;-1;36;73;0;-1;2247686
11/1985;-1;1773214.5;51;-1;2771;-1;290;-1;-1;640;-1;-1;-1;8;8168;17050;67.01030928;942;29691;155;-1;43648;0;0;-1;-1;-1;0;-1;0;0;-1;-1;114;3979;1497;190;3883;459;28199;-1;-1;106;1818;23880;5845;189;-1;122241;-1;-1;-1;30;20;3;9591;912;3550;16499;363;-1;-1;18659;-1;59;16876;46444;-1;4939;15128;4008;-1;36;-1;-1;-1;-1;20983;1234;-1;2684;-1;-1;1345;-1;-1;-1;395862.5;-1;1464;5;267765;23;-1;30442;4016;5327;0;8457;0;9;-1;33;275;-1;8708;-1;30;-1;0;-1;2954832.01
12/1985;-1;548800;54;-1;3430;-1;94;-1;-1;211;-1;-1;-1;-1;21770;29276;0;1080;51726.23194;213;-1;63449;0;0;-1;-1;-1;0;-1;8;0;-1;-1;169;4666;608;83;1950;1185;5380;-1;-1;382;870;946;3345;272;-1;113087;-1;-1;-1;-1;0;13;14018;3779;8608;22371;1000;-1;-1;9012;-1;96;12643;78995;-1;5225;13311;4660;-1;152;-1;-1;-1;-1;34286;2112;-1;6144;-1;9;1702;-1;-1;-1;142984;-1;2147;50;242721;7;-1;25393;1502;1714;0;715;0;62;-1;122;-1;-1;5443;-1;18;-1;26;-1;1494049.232
01/1986;-1;179999;0;-1;1887;-1;-1;-1;-1;-1;-1;-1;-1;-1;6607;16610;1092.783505;438;50051.48796;242;-1;28515;0;0;-1;-1;-1;0;-1;0;0;-1;-1;270;3180;540;1682;2503;1688;2298;-1;-1;712;44;130;501;196;-1;41371;-1;-1;-1;-1;0;0;7132;4457;4535;23020;1208;162;-1;16593;-1;53;2126;66875;-1;4248;5995;1449;-1;164;-1;-1;-1;-1;30616;1434;-1;2895;-1;65;1215;-1;-1;-1;37295;-1;1534;35;183444;20;-1;17323;2621;1499;0;-1;0;4;-1;38;-1;-1;5463;-1;24;-1;8;-1;764060.2715
02/1986;-1;432;0;-1;3155;-1;-1;-1;-1;-1;-1;-1;-1;-1;4170;9001;0;0;27406;189;-1;19572;0;0;-1;-1;-1;0;-1;0;0;-1;-1;127;2859;1341;559;521;357;1187;-1;-1;435;352;-1;4;90;-1;24828;-1;-1;-1;-1;0;15;2626;1931;2060;23794;1966;39;-1;3455;-1;-1;2227;39461;-1;384;3180;249;-1;82;-1;-1;-1;-1;11070;962;-1;5742;-1;-1;736;-1;-1;-1;39408;-1;2050;134;72684;0;-1;7169;5202;813;0;-1;0;15;-1;7;-1;-1;2601;12;-1;280;0;-1;326890
03/1986;-1;2384;1233;-1;2078;-1;-1;-1;-1;1;-1;-1;-1;58;4780;12109;448.4536083;2310;90497.12742;147;-1;22045;0;0;-1;-1;-1;0;-1;0;0;-1;-1;157;10035;380;117;396;1169;3644;-1;-1;999;7577;407;666;205;-1;52778;-1;-1;-1;10;0;37;3267;4197;3053;25577;759;747;-1;4885;-1;130;2434;101039;-1;483;20358;445;-1;43;-1;-1;-1;-1;13282;1839;-1;4722;-1;-1;2377;-1;-1;-1;45464;-1;5885;184;172482;12;-1;10550;1467;1100;0;10;0;308;-1;10;-1;-1;2620;8;18;1232;0;-1;647612.581
04/1986;-1;247220;27359;-1;3586;-1;-1;-1;-1;12;-1;-1;-1;-1;2842;29126;688.1443299;0;77597.44686;55;-1;16928;0;2;-1;-1;-1;0;-1;1;0;-1;-1;84;5046;101;169;124;166;33919;-1;-1;732;14949;309;12753;383;-1;50650;-1;-1;-1;5;0;56;2933;1123;1898;33864;187;1098;-1;14628;-1;10;1377;15829;-1;9229;65878;1286;-1;23;-1;-1;-1;-1;3676;1643;-1;2290;-1;-1;1413;-1;-1;-1;304548;-1;2558;89;317463;0;-1;10844;5144;1187;0;334;0;1296;-1;22;-1;-1;2449;-1;142;11;0;-1;1329290.591
05/1986;-1;142748;7763;-1;3592;-1;-1;-1;-1;18;-1;-1;-1;30;1019;18681;476.8041237;0;57353.03934;39;-1;24734;0;0;-1;-1;-1;0;-1;2;0;175;-1;30;5631;4;208;8;37;35137;-1;-1;125;4634;-1;2248;541;-1;66500;-1;-1;-1;-1;0;0;2085;2220;1405;17700;564;168;-1;11665;-1;31;566;3429;-1;6168;23032;1470;-1;83;-1;-1;-1;-1;3840;463;-1;2626;-1;-1;1021;-1;-1;-1;100548;-1;3976;74;148918;10;-1;5964;4767;3489;0;600;0;468;-1;108;7;-1;1098;4;28;-1;0;-1;720285.8435
06/1986;-1;187671;6740;-1;1685;-1;-1;-1;-1;92;-1;-1;-1;65;481;8206;262.8865979;0;105447.3112;17;-1;23699;0;0;-1;-1;-1;0;-1;0;0;21;-1;168;4533;4;234;116;457;27395;-1;-1;23;7325;24;27;192;-1;31054;-1;-1;-1;-1;0;442;5956;1879;2008;23410;33;100;-1;26800;-1;23;242;2534;-1;5287;5743;1205;-1;67;-1;-1;-1;-1;12372;1270;-1;6449;-1;2;695;-1;-1;-1;364639;-1;4442;150;43967;278;-1;9676;3532;4646;0;13000;0;2120;-1;7;-1;-1;1127;-1;19;-1;0;-1;950016.1978
07/1986;-1;197064;421;-1;1434;-1;-1;-1;-1;165;-1;-1;-1;505;2011;5450;1134.020619;0;116989;-1;-1;27411;0;0;-1;-1;-1;12;-1;0;0;-1;-1;264;3663;5;32;854;555;36419;-1;-1;2;3508;48;272;113;-1;36019;-1;-1;-1;-1;35;66;10063;3133;2901;24825;19;91;-1;24804;-1;56;3523;2325;-1;4821;21883;1959;-1;47;-1;-1;-1;-1;20537;1707;-1;6798;-1;-1;778;-1;-1;-1;420160;-1;7531;40;22504;4209;-1;12741;2769;633;0;21196;0;2382;-1;-1;-1;-1;1053;-1;16;-1;0;-1;1059908.021
08/1986;-1;72752;661;-1;507;-1;-1;-1;-1;165;-1;-1;-1;130;6293;3403;2319.587629;0;92078;55;-1;33248;0;0;-1;-1;-1;0;-1;0;0;-1;-1;312;1335;199;7;810;347;35300;-1;-1;28;5429;371;181;95;-1;43688;-1;-1;-1;-1;1043;105;8614;2735;1720;23857;29;117;-1;14581;-1;25;5757;304;-1;5779;11338;1415;-1;-1;-1;-1;-1;-1;25546;1536;-1;5884;-1;-1;1567;-1;-1;-1;382392;-1;5491;6;29456;6348;-1;13693;1254;337;0;24078;0;2876;-1;3;-1;-1;2232;-1;-1;36;0;-1;879821.5876
09/1986;-1;119192;1370;-1;359;-1;-1;-1;-1;189;-1;-1;-1;191;3551;4873;902.0618557;0;105082;41;-1;54812;0;0;-1;-1;-1;0;-1;2;0;-1;-1;621;984;1287;43;1042;501;55786;-1;-1;87;10464;5647;112;151;-1;60396;-1;-1;-1;-1;1809;1494;8634;4112;1031;24462;156;326;-1;24809;-1;5;19617;550;-1;6695;42012;688;-1;9;-1;-1;-1;-1;37863;1885;-1;7580;-1;-1;1746;-1;-1;-1;324296;-1;3925;32;53719;4440;-1;18563;3916;427;0;82750;0;4;-1;6;359;-1;5271;7;-1;-1;0;-1;1110839.062
10/1986;-1;92872;1174;-1;1892;-1;-1;-1;-1;372;-1;-1;-1;153;10060;6248;41.2371134;168;100577;90;-1;56082;0;0;-1;-1;-1;43;-1;0;0;-1;-1;1792;1988;1205;127;1296;472;64488;-1;-1;67;6003;28142;924;165;-1;57351;-1;-1;-1;-1;806;1274;8781;3536;1467;19806;285;325;-1;32928;-1;58;36032;78955;-1;8605;46737;325;-1;71;-1;-1;-1;-1;49586;2735;-1;7587;-1;-1;1838;-1;-1;-1;301272;-1;3393;7;138000;4010;-1;25342;2279;203;0;62744;0;0;-1;-1;180;-1;7564;3;-1;385;0;-1;1280867.237
11/1986;-1;122288;1766;-1;1343;-1;-1;-1;-1;132;-1;-1;-1;73;19618;4145;1440.72165;15;59843;109;-1;37877;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1016;1887;947;61;920;608;31985;-1;-1;375;3236;14013;6020;235;-1;57940;-1;-1;-1;-1;19;67;6265;4518;2698;21213;268;231;-1;21911;-1;129;24843;77678;-1;10300;7725;1110;-1;9;-1;-1;-1;-1;29011;3356;-1;7920;-1;-1;1917;-1;-1;-1;135552;-1;1855;20;226283;758;-1;28449;1443;347;0;45740;0;0;-1;37;219;-1;2679;-1;2;-1;0;-1;1032420.722
12/1986;-1;19088;301;-1;1610;-1;-1;-1;-1;54;-1;-1;-1;-1;35011;6205;0;0;119228;208;-1;116157;0;0;-1;-1;-1;0;-1;0;0;-1;-1;856;1445;567;55;724;376;4698;-1;-1;312;354;2464;1644;187;-1;100418;-1;-1;-1;-1;2;11;4766;3325;4916;30296;677;354;-1;27331;-1;6;43023;100119;-1;7040;6081;5585;-1;13;-1;-1;-1;-1;28273;4033;-1;7928;-1;4;1758;-1;-1;-1;87176;-1;1715;115;212745;95;-1;25786;2189;1324;0;17045;0;0;-1;1;180;-1;2629;-1;-1;-1;0;-1;1038458
01/1987;-1;9184;24;-1;790;-1;65;-1;10245;14;-1;-1;-1;-1;9831;5028;0;0;77226.42396;9;-1;61854;0;0;-1;-1;-1;4;-1;0;0;-1;-1;557;1214;892;0;2260;590;1089;-1;-1;398;3;15;51;75;-1;37101;-1;-1;-1;-1;1;36;2785;1908;1830;19357;944;-1;-1;10705;-1;69;10361;39498;-1;1125;9736;1186;-1;17;-1;-1;-1;-1;14966;1391;-1;5919;7;38;1119;-1;-1;-1;33480;-1;941;67;144514;11;-1;10416;1048;315;0;-1;0;0;-1;-1;-1;-1;1374;-1;-1;-1;0;-1;533637.424
02/1987;-1;13712;0;-1;2716;-1;-1;-1;8200;-1;-1;-1;-1;-1;7995;5717;1275.773196;0;128856;113;-1;18331;0;0;-1;-1;-1;0;-1;0;0;-1;-1;622;5395;308;58;1380;728;2449;-1;-1;731;1796;-1;213;90;-1;32645;-1;-1;-1;-1;0;75;3248;3110;1540;16021;1448;-1;-1;10383;-1;19;5250;49997;-1;132;5624;286;-1;16;-1;-1;-1;-1;16761;1777;-1;8964;108;-1;1655;-1;-1;-1;72424;-1;1142;293;114812;9;-1;14462;2084;563;0;-1;0;0;-1;17;-1;-1;1946;-1;-1;-1;0;-1;567447.7732
03/1987;-1;12136;95;-1;4301;-1;-1;-1;7515;-1;-1;-1;-1;20;8067;4424;0;0;190090;268;-1;38898;0;0;-1;-1;-1;0;-1;0;0;-1;-1;239;7186;131;194;882;387;4585;-1;-1;712;10923;552;945;173;-1;34767;-1;-1;-1;-1;0;0;2466;1819;1157;19417;764;-1;-1;11528;-1;9;3567;55419;-1;237;4942;923;-1;-1;-1;-1;-1;-1;11437;1303;-1;2231;58;-1;2290;-1;-1;-1;94216;-1;2922;64;105979;15;-1;11886;2312;78;0;-1;0;6;-1;80;-1;-1;1202;-1;3220;-1;0;-1;668990
04/1987;-1;21880;5625;-1;4792;-1;-1;-1;5050;1;-1;-1;-1;3;5542;6005;1213.917526;0;188801;24;-1;16194;0;17;-1;-1;-1;0;-1;9;0;-1;-1;223;3292;100;126;364;439;38531;-1;-1;715;11378;305;16221;327;-1;42046;-1;-1;-1;27;0;39;1502;1413;1344;24277;193;-1;-1;13123;-1;3;223;28871;-1;1949;1728;1009;-1;-1;-1;-1;-1;-1;6491;995;-1;1586;34;-1;2388;-1;-1;-1;119544;-1;4613;25;197852;120;-1;12782;3466;349;0;17347;0;1;-1;27;-1;-1;1011;-1;2610;-1;0;-1;816121.9175
05/1987;-1;43050.5;1189;-1;1615;-1;-1;-1;12900;71;-1;-1;-1;5;1361;7148;0;0;217029;44;-1;24174;0;0;-1;-1;-1;0;-1;0;0;1;-1;104;3123;-1;143;-1;247;26143;-1;-1;179;13262;-1;3429;131;-1;27069;-1;-1;-1;-1;0;145;1155;1205;1114;30434;114;-1;-1;17864;-1;53;1299;20617;-1;10743;6860;313;-1;-1;-1;-1;-1;-1;4290;1139;-1;3166;96;-1;1305;-1;-1;-1;154170.5;-1;4333;14;110198;409;-1;9628;13975;297;0;34673;0;0;-1;40;195;-1;1705;6;6;-1;0;-1;813934
06/1987;-1;97504;659;-1;965;-1;-1;-1;5400;106;-1;-1;-1;775;785;1707;381.443299;68;111094;20;-1;24751;0;0;-1;-1;-1;0;-1;0;0;-1;-1;50;3364;-1;126;1622;134;21165;-1;-1;33;11615;96;30;108;-1;32411;-1;-1;-1;-1;0;307;1193;2133;756;29546;82;-1;-1;12528;-1;68;472;22822;-1;11654;2454;365;-1;-1;-1;-1;-1;-1;7591;1503;-1;9513;-1;38;1107;-1;-1;-1;258728;-1;3165;94;17854;1256;-1;8419;15195;31;0;40463;0;256;-1;5;-1;-1;1087;-1;75;-1;538;-1;766221.4433
07/1987;-1;69304;344;-1;901;-1;-1;-1;-1;73;-1;-1;-1;1090;862;1359;123.7113402;0;109813;13;-1;36630;0;0;-1;-1;-1;0;-1;0;0;28;-1;98;1732;-1;61;4891;392;17210;-1;-1;4;7310;-1;4;58;-1;40100;-1;-1;-1;-1;144;258;1307;1964;700;25610;36;-1;-1;11971;-1;37;314;2337;-1;3389;6026;645;-1;4;-1;-1;-1;-1;16597;1892;-1;7269;17;-1;1443;-1;-1;-1;207872;-1;6536;13;9578;1648;-1;12897;8951;8;0;43784;0;164;-1;31;13;-1;693;-1;18;-1;260;-1;666781.7113
08/1987;-1;11808;234;-1;682;-1;-1;-1;-1;59;-1;-1;-1;129;807;1564;0;0;15705;55;-1;30192;0;0;-1;-1;-1;0;-1;0;0;-1;-1;52;1097;3;8;2524;209;24758;-1;-1;3;6050;-1;36;103;-1;56049;-1;-1;-1;-1;2692;661;510;910;230;18289;80;-1;-1;9869;-1;9;2172;308;100;8528;671;343;-1;-1;-1;-1;-1;-1;9598;466;-1;4300;5;-1;727;-1;-1;-1;43256;-1;1393;18;28666;191;-1;9700;1211;28;0;5819;0;0;-1;2;-1;-1;382;-1;14;-1;0;-1;303229
09/1987;-1;7200;526;-1;972;-1;-1;-1;-1;80;-1;-1;-1;12;3458;1701;211.3402062;0;14927;27;-1;30909;0;258;-1;-1;-1;0;-1;0;0;-1;-1;159;1757;129;3;3728;446;28480;-1;-1;0;4035;92;-1;378;-1;75078;-1;-1;-1;-1;3015;169;392;394;494;11731;57;-1;-1;14324;-1;102;4333;0;-1;7155;140;332;-1;-1;-1;-1;-1;-1;17324;630;-1;2098;2;-1;805;-1;-1;-1;63592;-1;1194;-1;30984;328;-1;19222;882;0;0;2124;0;0;-1;-1;-1;-1;4984;4;-1;-1;0;-1;361328.3402
10/1987;-1;16040;491;-1;1399;-1;-1;-1;4600;444;-1;-1;-1;318;6398;5514;0;0;32260;-1;-1;51095;0;0;-1;-1;-1;0;-1;0;0;-1;-1;575;2178;536;45;4628;281;48822;-1;-1;40;3856;2242;-1;123;-1;71524;-1;-1;-1;-1;739;104;1013;879;3259;13937;61;-1;-1;25561;-1;402;17480;19474;-1;6981;1689;255;-1;2;-1;-1;23;-1;45073;1884;-1;12445;-1;16;2827;-1;-1;-1;167032;-1;3303;3;198958;1000;-1;60423;1989;370;0;29453;0;2;-1;-1;-1;-1;16440;31;-1;1;5;-1;886478
11/1987;-1;23296;276;-1;1546;-1;-1;-1;7026;285;-1;-1;-1;-1;17103;5179;7100.515464;0;33681;8;-1;50153;0;0;-1;-1;-1;0;-1;0;0;-1;-1;314;1933;395;98;3230;212;18089;-1;-1;144;3773;1846;349;163;-1;55233;-1;-1;-1;-1;15;70;1176;1155;7556;14892;85;-1;-1;13732;-1;145;35346;40951;-1;7896;3317;967;-1;4;-1;-1;-1;-1;16302;3456;-1;5374;-1;-1;2968;-1;-1;-1;108760;-1;3797;87;228007;1217;-1;43658;2080;402;0;16397;0;5;-1;16;-1;-1;6458;7;-1;-1;0;-1;797684.5155
12/1987;-1;46255.5;49;-1;2190;-1;-1;-1;17275;164;-1;-1;-1;-1;26649;7846;48.96907217;0;52736;33;-1;87031;0;0;-1;-1;-1;0;-1;0;0;-1;-1;424;1601;1179;96;2635;282;6796;-1;-1;321;592;847;328;273;-1;153928;-1;-1;-1;-1;0;6;659;2745;7550;14312;300;3302;-1;13253;-1;53;41724;50404;-1;5411;7721;5658;-1;22;-1;-1;-1;-1;16380;1552;-1;5159;9;-1;2212;-1;-1;-1;50735.5;-1;3496;153;213017;728;-1;40755;2210;272;0;5120;0;0;-1;-1;-1;-1;7004;-1;-1;9;0;-1;911465.9691
01/1988;-1;65746;9;-1;4230;-1;-1;-1;-1;-1;-1;-1;-1;11;10087;10807;1038.659794;0;50946;65;-1;39262;0;0;-1;-1;-1;0;-1;0;0;-1;-1;773;604;1165;161;3482;194;432;-1;-1;408;6;65;24;270;-1;73373;-1;-1;-1;-1;0;11;613;2496;8908;10449;674;28750;-1;13319;-1;37;7101;36314;-1;7676;5808;2343;-1;6;-1;-1;-1;-1;15536;1173;-1;4959;60;-1;2518;-1;-1;-1;79414;-1;1554;57;160579;126;-1;30556;891;841;0;3015;0;0;-1;10;-1;-1;4540;-1;-1;-1;0;-1;693446.6598
02/1988;-1;81288;0;-1;3064;-1;-1;-1;-1;4;-1;-1;-1;-1;4462;8844;1203.608247;0;32330;110;-1;28557;0;0;-1;-1;-1;0;-1;0;0;-1;-1;170;1798;1248;58;1496;325;976;-1;-1;620;0;-1;2;185;-1;35393;-1;-1;-1;-1;0;16;333;1685;7056;9009;362;-1;-1;9081;-1;20;3916;61249;-1;3170;8400;664;-1;58;-1;-1;-1;-1;9866;943;-1;2785;83;-1;2418;-1;-1;-1;63904;-1;3358;40;128236;40;-1;22813;1279;239;0;136;0;0;-1;-1;-1;-1;2897;76;-1;-1;0;-1;546217.6083
03/1988;-1;118574.5;723;-1;3983;-1;-1;-1;-1;-1;-1;-1;54;-1;4157;6750;1610.824742;0;46864;314;-1;28894;0;0;-1;-1;-1;0;-1;0;0;-1;-1;117;2864;571;82;456;236;16070;-1;-1;601;338;-1;60;293;-1;35723;-1;-1;-1;-1;0;0;566;1477;9974;13287;593;-1;-1;15291;-1;33;3964;29595;-1;827;8501;808;-1;2;-1;-1;-1;-1;6737;999;-1;2734;92;-1;3417;-1;-1;-1;97502.5;-1;7551;9;238117;0;-1;22528;1684;368;0;54;13;0;-1;24;-1;-1;3115;-1;-1;-1;0;-1;739149.8247
04/1988;-1;150416;3689;-1;4897;-1;-1;-1;-1;1;-1;-1;-1;-1;1141;6518;574.742268;0;49533;27;-1;16030;0;0;-1;-1;-1;0;-1;0;0;-1;-1;86;3092;245;101;526;109;34741;-1;-1;310;2171;-1;228;593;-1;36275;-1;-1;-1;-1;0;0;711;1855;5826;14336;72;-1;-1;15322;-1;95;3045;14057;-1;5218;1293;1804;-1;-1;-1;-1;-1;-1;5646;455;-1;2454;120;-1;2126;-1;-1;-1;78712;-1;7245;28;283499;966;-1;18100;1516;39;0;9119;0;0;-1;16;-1;-1;604;-1;1;-1;0;-1;785535.7423
